2,0
24,0
4,0
34,0
40,0
20,0
32,0
65,0
97,0
48,0
81,0
8,0
16,0
36,0
44,0
0,0
24,1
4,1
34,1
2,1
32,1
40,1
44,1
20,1
65,1
97,1
48,1
81,1
8,1
16,1
36,1
0,1
24,2
4,2
34,2
32,2
2,2
44,2
40,2
65,2
20,2
48,2
97,2
81,2
8,2
16,2
36,2
0,2
24,3
4,3
34,3
32,3
2,3
44,3
65,3
40,3
20,3
48,3
97,3
81,3
8,3
16,3
24,4
34,4
36,3
4,4
32,4
0,3
44,4
2,4
65,4
34,5
24,5
4,5
40,4
32,5
20,4
48,4
81,4
97,4
36,4
8,4
16,4
44,5
0,4
2,5
34,6
24,6
4,6
65,5
40,5
32,6
20,5
48,5
81,5
97,5
36,5
8,5
16,5
44,6
0,5
2,6
34,7
24,7
4,7
65,6
40,6
32,7
20,6
81,6
48,6
36,6
97,6
8,6
44,7
16,6
0,6
2,7
34,8
65,7
24,8
4,8
40,7
32,8
20,7
48,7
81,7
36,7
97,7
8,7
44,8
16,7
0,7
2,8
34,9
65,8
24,9
4,9
40,8
20,8
32,9
81,8
48,8
97,8
36,8
8,8
44,9
16,8
0,8
2,9
65,9
34,10
81,9
24,10
4,10
40,9
97,9
20,9
48,9
32,10
8,9
36,9
44,10
16,9
0,9
65,10
2,10
34,11
81,10
24,11
4,11
40,10
97,10
20,10
48,10
32,11
8,10
44,11
16,10
36,10
0,10
34,12
65,11
2,11
97,11
24,12
81,11
4,12
40,11
20,11
44,12
32,12
48,11
8,11
16,11
36,11
0,11
65,12
34,13
40,12
20,12
2,12
97,12
24,13
81,12
4,13
48,12
44,13
16,12
32,13
36,12
8,12
0,12
65,13
34,14
40,13
20,13
2,13
97,13
81,13
24,14
4,14
48,13
44,14
16,13
32,14
36,13
8,13
0,13
65,14
34,15
40,14
20,14
81,14
24,15
2,14
97,14
4,15
48,14
44,15
16,14
32,15
36,14
8,14
0,14
34,16
65,15
44,16
40,15
81,15
20,15
32,16
24,16
2,15
4,16
48,15
97,15
16,15
36,15
8,15
0,15
34,17
40,16
48,16
65,16
44,17
81,16
36,16
20,16
32,17
24,17
4,17
2,16
97,16
16,16
8,16
0,16
48,17
34,18
40,17
65,17
44,18
36,17
81,17
20,17
24,18
32,18
4,18
2,17
97,17
16,17
8,17
48,18
0,17
34,19
65,18
40,18
44,19
36,18
81,18
20,18
32,19
24,19
4,19
48,19
2,18
97,18
16,18
8,18
0,18
34,20
40,19
65,19
44,20
48,20
36,19
81,19
20,19
24,20
32,20
4,20
97,19
2,19
16,19
8,19
0,19
48,21
34,21
40,20
65,20
44,21
36,20
81,20
20,20
48,22
24,21
4,21
97,20
32,21
34,22
2,20
16,20
44,22
8,20
0,20
32,22
24,22
40,21
65,21
48,23
36,21
81,21
97,21
34,23
20,21
4,22
2,21
16,21
40,22
44,23
8,21
36,22
0,21
24,23
32,23
16,22
48,24
20,22
65,22
81,22
97,22
34,24
4,23
40,23
2,22
44,24
8,22
36,23
0,22
48,25
24,24
16,23
32,24
65,23
20,23
81,23
34,25
97,23
44,25
4,24
40,24
48,26
2,23
8,23
36,24
0,23
32,25
24,25
16,24
65,24
20,24
81,24
34,26
48,27
40,25
97,24
4,25
36,25
2,24
8,24
0,24
24,26
32,26
65,25
81,25
48,28
16,25
20,25
97,25
34,27
40,26
4,26
36,26
8,25
2,25
0,25
48,29
24,27
65,26
32,27
81,26
16,26
44,26
20,26
34,28
97,26
40,27
4,27
36,27
8,26
48,30
2,26
0,26
24,28
65,27
81,27
32,28
16,27
44,27
20,27
34,29
97,27
40,28
48,31
4,28
36,28
8,27
2,27
0,27
24,29
65,28
81,28
16,28
32,29
44,28
48,32
20,28
34,30
97,28
40,29
4,29
36,29
8,28
2,28
0,28
24,30
48,33
65,29
81,29
44,29
16,29
32,30
20,29
97,29
34,31
40,30
36,30
4,30
8,29
0,29
2,29
34,32
24,31
48,34
65,30
44,30
81,30
16,30
32,31
20,30
97,30
24,32
40,31
36,31
4,31
8,30
48,35
0,30
34,33
2,30
40,32
36,32
44,31
65,31
81,31
16,31
97,31
20,31
32,32
24,33
4,32
44,32
65,32
81,32
8,31
48,36
0,31
34,34
2,31
40,33
36,33
16,32
97,32
20,32
24,34
44,33
48,37
32,33
4,33
65,33
81,33
34,35
8,32
0,32
2,32
40,34
36,34
65,34
16,33
97,33
81,34
24,35
48,38
20,33
44,34
4,34
32,34
34,36
8,33
40,35
36,35
0,33
97,34
2,33
48,39
65,35
16,34
24,36
81,35
44,35
32,35
20,34
34,37
4,35
8,34
40,36
36,36
81,36
0,34
97,35
48,40
2,34
16,35
24,37
65,36
44,36
20,35
97,36
32,36
34,38
4,36
40,37
36,37
48,41
8,35
16,36
81,37
0,35
2,35
24,38
65,37
44,37
32,37
81,38
20,36
97,37
34,39
4,37
16,37
40,38
48,42
36,38
65,38
8,36
0,36
2,36
24,39
34,40
44,38
32,38
81,39
48,43
20,37
97,38
16,38
4,38
40,39
65,39
36,39
8,37
0,37
34,41
81,40
48,44
2,37
24,40
16,39
44,39
32,39
65,40
20,38
36,40
97,39
34,42
4,39
40,40
8,38
48,45
0,38
44,40
81,41
16,40
97,40
24,41
2,38
32,40
36,41
65,41
20,39
34,43
4,40
40,41
48,46
8,39
16,41
0,39
44,41
81,42
36,42
97,41
34,44
24,42
2,39
32,41
65,42
20,40
48,47
4,41
16,42
40,42
81,43
44,42
34,45
8,40
0,40
32,42
36,43
97,42
24,43
48,48
2,40
81,44
16,43
65,43
20,41
34,46
4,42
40,43
44,43
97,43
8,41
0,41
32,43
81,45
36,44
16,44
48,49
24,44
34,47
2,41
65,44
20,42
4,43
40,44
81,46
97,44
8,42
44,44
34,48
0,42
16,45
48,50
32,44
36,45
24,45
2,42
65,45
81,47
34,49
20,43
4,44
16,46
40,45
48,51
97,45
8,43
44,45
0,43
81,48
32,45
36,46
24,46
34,50
2,43
65,46
16,47
48,52
4,45
20,44
81,49
40,46
97,46
8,44
44,46
0,44
34,51
32,46
36,47
24,47
16,48
48,53
81,50
2,44
65,47
34,52
4,46
20,45
40,47
97,47
8,45
44,47
0,45
81,51
16,49
48,54
36,48
32,47
24,48
34,53
65,48
2,45
4,47
40,48
97,48
20,46
48,55
16,50
81,52
8,46
44,48
0,46
34,54
36,49
32,48
24,49
65,49
81,53
2,46
48,56
16,51
44,49
20,47
4,48
34,55
40,49
97,49
8,47
0,47
36,50
32,49
24,50
65,50
81,54
48,57
16,52
2,47
34,56
44,50
4,49
20,48
40,50
97,50
81,55
8,48
0,48
48,58
36,51
32,50
24,51
65,51
16,53
34,57
81,56
2,48
4,50
44,51
20,49
40,51
97,51
8,49
34,58
0,49
16,54
48,59
36,52
81,57
32,51
24,52
65,52
2,49
34,59
4,51
20,50
44,52
40,52
16,55
97,52
8,50
48,60
0,50
81,58
36,53
32,52
24,53
65,53
16,56
34,60
48,61
2,50
4,52
20,51
81,59
44,53
40,53
97,53
8,51
0,51
36,54
32,53
24,54
65,54
48,62
81,60
16,57
34,61
4,53
2,51
20,52
97,54
40,54
44,54
8,52
48,63
0,52
81,61
36,55
32,54
24,55
65,55
34,62
16,58
4,54
48,64
2,52
20,53
97,55
40,55
44,55
8,53
81,62
34,63
0,53
36,56
24,56
32,55
65,56
48,65
16,59
81,63
4,55
20,54
2,53
97,56
40,56
44,56
8,54
36,57
34,64
0,54
65,57
48,66
24,57
81,64
32,56
16,60
65,58
40,57
44,57
4,56
20,55
97,57
2,54
81,65
8,55
36,58
34,65
0,55
48,67
32,57
24,58
44,58
97,58
81,66
40,58
16,61
65,59
32,58
34,66
4,57
48,68
20,56
2,55
8,56
36,59
0,56
81,67
24,59
44,59
34,67
97,59
40,59
48,69
16,62
20,57
65,60
32,59
4,58
81,68
2,56
8,57
36,60
0,57
24,60
44,60
34,68
97,60
48,70
81,69
40,60
16,63
20,58
65,61
32,60
4,59
2,57
8,58
34,69
36,61
0,58
48,71
24,61
44,61
81,70
97,61
65,62
40,61
16,64
20,59
